Gender,Income
Female,51405.09
Male,66491.91
Male,58609.1
Male,44923.07
Female,36590.28
Female,33179.33
Male,63160.99
Male,40449.18
Male,46744.87
Female,63212.11
Female,33860.99
Female,64922.65
Male,47463.6
Female,38514.17
Male,47526.49
Male,42774.03
Male,54408.2
Female,43518.68
Male,30883.58
Female,47794.37
Female,36434.55
Male,52043.2
Male,38128.7
Female,45119.87
Male,51825.88
Female,47875.41
Male,52504.3
Female,56802.87
Female,38420.66
Female,49356.02
Female,16704.96
Male,52473.33
Male,46991.86
Female,40165.5
Female,53157.19
Male,61726.98
Male,45239.82
Male,40551.86
Male,51650.25
Male,36643.93
Male,43396.19
Female,62224.02
Male,50621.79
Male,31205.33
Female,32030.08
Male,51620.86
Male,58623.91
Male,33823.79
Male,54497.13
Male,63303.44
Female,68878.59
Male,53312.23
Female,55068.03
Female,28668.16
Male,70997.53
Female,44245.1
Male,40665.29
Female,47447.94
Female,65116.73
Male,72080.46
Male,51254.09
Male,59980.84
Male,50432.04
Male,39622.05
Female,64767.44
Female,43778.73
Female,65355.31
Female,62985.41
Female,56140.36
Female,68289.75
Female,72323.46
Male,48247.57
Male,41912.06
Female,31357.3
Female,72446.82
Male,45603.18
Male,61350.37
Male,42587.45
Male,65382.66
Female,42998.82
Male,38082.81
Female,47914.94
Female,44682.24
Female,55963.0
Male,49486.05
Male,56277.02
Female,47089.79
Female,43348.93
Female,44164.39
Male,70449.39
Female,52251.71
Male,30162.38
Female,44797.91
Female,50968.66
Female,68454.0
Male,60286.99
Male,40782.82
Female,74183.56
Male,49688.4
Female,62463.3
Male,38449.92
Male,26018.37
Male,35915.69
Female,17496.67
Male,71120.89
Male,52145.33
Female,40753.56
Female,54526.24
Female,51893.34
Female,56209.33
Male,62095.31
Male,47100.79
Male,41201.61
Male,58277.75
Male,58023.33
Female,51007.36
Male,71775.54
Male,45621.78
Male,41001.42
Female,54180.91
Female,43250.62
Male,54955.17
Female,41669.92
Female,45997.58
Female,68908.4
Female,45944.13
Female,42011.48
Female,61706.79
Female,39489.58
Male,43070.57
Male,55765.61
Female,59384.11
Male,62204.76
Male,42527.78
Female,55960.09
Male,45338.92
Female,43943.44
Female,62032.13
Female,44504.46
Male,52782.05
Male,51555.79
Male,39292.46
Male,59660.93
Female,55602.81
Female,30137.09
Male,52774.21
Female,42270.27
Female,60970.75
Male,35546.0
Female,46435.23
Male,53620.25
Female,50543.4
Male,57629.58
Female,34815.78
Female,66519.14
Male,55251.45
Male,63597.18
Male,58742.4
Male,49883.9
Female,37158.02
Female,44364.47
Male,65895.63
Female,63854.38
Male,43804.0
Male,21816.96
Female,47873.1
Female,47122.97
Male,47502.27
Male,55285.39
Male,58762.13
Female,59903.0
Female,54457.09
Female,31992.29
Female,46588.0
Male,73040.9
Male,53742.17
Male,53678.2
Male,53594.86
Male,54153.8
Male,26168.88
Female,47604.76
Female,49621.07
Male,62814.95
Male,50476.73
Female,33534.89
Female,54300.89
Female,41961.75
Female,37832.14
Male,41658.41
Male,55425.04
Male,62587.61
Male,54829.3
Male,56320.23
Female,54730.45
Male,51013.27
Female,56969.31
Male,25812.25
Male,51110.88
Male,39550.75
Male,61629.03
Male,48528.45
Female,50309.48
Female,34949.28
Female,60168.31
Male,56273.28
Male,55569.48
Female,41869.77
Male,42263.6
Male,52235.99
Female,43055.02
Male,54348.93
Female,28390.87
Male,45124.55
Female,67967.53
Male,54394.86
Male,51667.94
Female,69852.27
Male,26640.46
Male,41846.89
Female,45988.27
Male,58583.51
Female,58756.56
Male,41339.93
Male,59979.54
Male,45966.85
Male,62116.4
Female,39673.57
Male,48766.88
Female,45098.33
Male,60560.3
Male,44772.19
Male,49575.51
Male,55068.11
Female,55452.58
Female,58869.53
Female,52111.25
Female,45817.51
Male,46503.01
Female,50256.72
Female,52495.92
Male,48528.28
Male,50192.03
Male,34827.46
Male,56673.55
Female,51811.12
Female,60018.7
Male,50001.61
Male,32616.02
Male,46415.54
Female,48000.7
Female,57429.03
Male,29297.26
Male,50411.8
Female,55136.75
Male,43385.12
Male,50746.28
Female,43729.63
Male,42704.27
Female,45915.8
Male,42893.08
Male,56836.18
Female,42650.48
Female,40970.9
Male,67679.29
Female,59607.4
Male,31384.87
Male,42352.32
Female,52424.63
Male,53237.55
Male,35095.07
Female,61585.65
Female,58252.24
Male,54819.02
Female,63567.28
Female,54522.9
Female,54485.81
Female,65576.79
Male,61012.2
Male,41584.93
Male,56331.95
Female,43357.32
Female,55041.55
Female,54766.14
Female,36165.33
Female,48781.54
Female,52652.57
Female,45637.1
Male,53147.1
Male,58058.98
Female,49694.07
Female,52245.99
Female,63834.24
Male,54731.97
Male,52008.24
Female,40419.21
Female,56710.26
Male,53301.5
Male,62837.39
Male,50468.79
Male,31837.33
Female,32998.79
Male,57356.81
Male,44298.06
Female,54367.68
Male,51142.33
Male,48331.6
Male,49036.39
Female,41346.1
Male,49842.22
Female,44155.07
Female,46277.43
Male,46763.51
Male,47733.07
Male,59221.73
Male,48702.09
Female,60237.02
Male,65378.55
Male,58549.45
Male,55344.69
Female,53268.32
Male,58653.59
Male,50893.61
Female,59845.7
Female,56141.06
Male,46401.6
Male,58958.51
Male,50914.8
Male,48938.68
Male,45238.01
Female,51660.19
Female,59964.63
Male,58889.4
Male,53533.94
Female,55996.44
Male,62716.97
Male,48500.34
Male,38845.8
Male,63011.3
Male,44702.22
Female,43096.62
Male,32038.02
Male,55712.83
Male,33785.47
Female,42497.41
Female,55882.37
Female,57219.21
Female,43482.96
Male,48658.47
Female,41274.05
Male,44516.03
Male,52662.15
Female,44983.53
Female,47557.85
Female,35352.93
Female,61329.56
Female,55100.67
Male,57929.05
Female,62904.25
Female,41747.87
Female,46416.06
Male,31051.66
Female,81404.23
Male,48504.15
Female,60387.28
Female,37618.39
Male,59963.88
Female,68575.91
Male,49397.19
Male,39891.19
Male,48612.04
Female,27732.38
Female,49621.13
Female,58209.67
Male,49642.42
Female,47158.6
Male,55275.68
Female,56040.25
Male,33400.94
Male,50888.23
Male,74359.85
Female,36649.84
Male,49145.81
Male,69417.46
Male,61041.75
Male,44866.03
Male,52061.35
Male,49978.88
Female,42519.28
Female,49257.48
Male,47200.34
Female,51127.49
Female,42516.17
Male,37233.82
Male,49587.19
Male,67151.18
Female,50822.03
Male,46684.06
Female,57540.86
Male,48416.8
Female,68680.33
Male,49960.87
Male,57004.97
Female,42453.96
Female,55030.89
Female,52750.93
Female,49434.94
Female,44982.42
Female,43619.7
Male,52823.53
Female,56289.39
Male,48728.37
Male,52872.68
Female,49620.85
Male,50985.26
Female,47995.55
Female,50179.73
Male,76980.4
Male,53116.34
Female,56452.97
Female,54380.24
Male,47371.83
Male,62939.89
Male,47088.36
Male,60550.55
Female,46657.93
Female,40400.27
Female,53653.96
Female,38953.32
Male,55356.4
Male,38058.41
Female,46809.92
Female,35682.7
Female,78241.67
Female,33460.4
Female,50098.14
Female,61433.04
Female,60363.86
Female,58513.42
Female,46827.72
Male,63510.89
Female,59133.91
Male,52123.0
Male,52405.81
Female,46960.77
Female,40903.48
Male,62371.51
Male,63122.08
Female,41158.91
Male,48462.15
Female,48565.77
Female,49673.44
Female,50642.95
Male,59468.61
Male,42527.83
Female,41536.53
Male,62366.2
Male,45373.55
Male,37369.65
Male,45148.7
Male,46699.47
Male,65549.63
Male,59248.26
Female,61475.21
Male,58199.74
Male,59462.44
Male,43119.18
Male,48013.98
Male,40100.85
Male,47895.12
Male,56841.05
Male,51345.83
Female,63114.81
Male,38585.84
Male,55002.38
Male,37516.97
Male,50941.76
Female,57403.33
Female,47854.97
Female,55511.27
Female,40402.68
Female,33363.1
Female,55570.3
Female,67440.1
Female,40039.55
Female,62221.94
Female,50434.23
Female,36643.08
Female,38684.95
Female,50157.85
Female,45955.38
Female,36870.87
Female,33059.61
Male,41532.81
Female,51938.09
Male,49935.99
Female,44987.62
Female,52018.87
Male,60400.27
Female,53941.27
Male,48786.91
Male,59280.72
Male,40401.5
Female,47750.8
Female,47989.12
Female,37630.47
Male,45801.26
Male,29250.4
Female,69121.78
Female,40625.86
Female,65861.14
Female,50380.85
Female,55648.64
Male,45112.0
Male,52079.3
Male,56504.9
Female,56645.52
Male,57747.73
Male,46316.67
Male,45196.4
Male,34058.24
Male,55232.19
Female,60823.79
Male,66159.82
Female,53051.73
Female,42335.2
Female,33029.04
Female,60416.67
Female,32037.23
Male,46593.96
Male,47756.93
Female,49305.45
Female,50358.03
Female,51381.48
Male,25846.37
Female,50146.56
Male,27704.24
Female,57322.18
Male,44448.75
Female,28429.63
Male,41857.95
Female,44299.25
Male,61907.0
Male,51966.38
Male,53444.45
Male,61812.22
Male,49038.56
Male,57541.88
Male,56838.61
Female,37135.31
Female,64729.84
Female,35796.98
Female,59173.67
Female,34829.27
Male,56012.37
Male,68619.15
Male,47870.21
Male,47436.44
Male,56104.4
Female,46706.04
Female,68182.79
Female,51921.92
Female,46798.3
Male,44597.14
Male,40670.52
Male,43722.45
Female,46493.27
Male,45123.61
Female,43418.25
Male,70988.41
Male,39699.05
Female,51466.33
Male,55925.21
Male,56301.08
Female,49413.93
Male,47592.97
Female,54515.47
Male,52665.22
Male,47410.41
Male,34381.21
Male,45320.76
Male,38534.5
Male,43328.4
Male,50332.23
Male,53587.36
Female,67804.53
Female,44625.94
Male,57746.26
Male,53059.6
Female,62959.98
Male,55762.29
Male,39915.19
Female,32769.54
Male,53112.62
Male,44715.49
Female,40196.86
Male,37324.22
Male,51609.75
Female,65077.08
Male,45913.28
Female,55902.7
Male,48977.34
Male,37106.18
Female,57348.11
Female,39053.08
Male,50216.27
Female,46584.8
Female,58930.77
Male,39418.49
Male,53908.7
Male,41602.03
Female,44888.95
Female,13648.0
Female,70920.99
Female,55505.57
Male,42326.53
Female,38753.44
Male,45043.51
Female,57168.8
Male,31079.15
Male,48584.16
Male,67706.42
Female,38660.54
Male,50803.85
Male,72033.1
Female,56321.52
Male,51259.24
Female,55066.36
Female,45991.35
Male,62996.31
Male,46006.7
Female,30408.18
Male,46086.97
Female,40332.65
Female,47188.06
Female,47409.16
Male,61974.23
Female,56952.93
Male,52632.65
Male,49970.55
Male,39411.42
Male,28188.25
Female,51131.6
Male,57946.41
Female,48916.66
Female,44651.46
Male,54645.02
Female,49166.68
Female,66857.44
Male,62327.28
Female,59595.08
Female,57577.34
Female,37098.33
Female,56629.94
Male,53763.26
Female,56064.25
Female,54926.09
Female,54527.63
Female,77008.66
Male,49238.14
Female,59363.37
Male,45290.1
Female,57906.42
Male,59393.2
Male,53644.26
Male,66692.47
Male,41157.24
Male,45127.79
Female,52123.8
Female,58808.07
Female,51794.3
Male,62857.59
Female,43383.1
Male,38594.22
Male,53081.28
Female,49228.2
Female,55428.64
Male,49725.98
Male,46599.8
Female,49250.62
Female,50288.49
Female,46950.19
Female,47968.68
Male,45964.07
Female,58566.65
Female,51940.21
Female,72567.52
Male,51607.05
Male,44491.43
Male,76706.75
Male,54136.26
Female,59901.25
Male,55921.03
Female,56230.11
Female,55356.54
Female,38979.15
Female,53675.29
Male,36751.39
Male,48256.37
Male,42743.83
Female,53574.7
Female,53341.26
Female,54811.46
Female,52872.97
Female,43931.75
Male,47389.97
Female,59203.96
Male,60678.57
Female,38532.17
Female,34690.72
Male,42731.11
Male,60452.08
Female,62148.84
Female,40752.88
Female,53073.09
Female,68344.31
Male,54153.11
Female,64215.03
Male,59987.27
Female,40898.01
Male,48100.19
Male,50347.54
Female,51041.33
Male,59163.29
Female,54086.85
Male,20637.99
Female,36871.6
Male,28126.19
Female,51753.65
Female,52404.88
Male,52832.25
Male,40410.72
Male,56741.44
Male,57162.62
Female,37448.51
Male,35339.62
Female,49998.68
Male,67917.82
Female,66997.43
Female,55634.04
Female,42700.03
Female,58868.43
Male,45475.76
Male,42324.93
Female,28560.33
Male,51023.82
Male,43701.33
Female,50964.3
Male,27006.42
Male,51698.27
Male,25688.79
Female,60879.4
Male,55218.91
Female,47213.35
Male,55627.2
Male,40219.26
Male,50723.76
Female,57947.74
Female,19057.11
Male,45527.76
Female,49773.56
Male,48037.06
Female,64571.02
Female,38760.99
Male,43788.41
Male,30841.31
Male,65102.87
Male,47537.1
Female,45615.91
Female,49475.17
Female,56362.36
Male,53473.63
Male,76478.84
Female,54539.36
Male,45347.55
Female,44386.43
Female,46072.41
Female,34981.63
Female,50398.64
Female,57834.68
Male,43866.36
Male,41926.2
Male,65159.45
Female,35735.17
Female,29321.82
Female,38470.98
Female,34595.67
Male,53862.26
Male,46392.95
Female,47803.13
Female,61529.34
Female,43086.65
Male,57750.89
Male,65113.23
Male,45443.38
Female,57370.23
Female,47581.82
Male,59240.98
Female,34285.11
Male,33544.88
Female,46087.32
Male,41110.75
Female,44832.91
Male,47804.73
Male,57200.14
Male,45923.39
Male,41761.39
Male,46484.87
Male,42308.55
Female,40659.94
Female,33869.83
Female,50694.78
Male,44312.94
Male,59662.79
Female,35526.04
Male,44579.16
Male,68129.07
Male,40603.9
Male,47634.67
Male,37841.56
Female,36515.72
Female,65473.11
Female,51710.39
Female,51336.79
Female,33036.84
Male,53587.41
Male,61574.22
Male,61494.77
Male,56683.33
Female,38705.14
Female,53131.23
Female,56675.85
Male,32055.56
Female,38787.2
Male,58881.57
Female,58760.46
Female,34514.17
Male,57950.21
Male,50953.03
Female,57810.09
Female,43654.79
Male,56451.83
Female,58438.29
Female,46486.65
Male,50177.53
Female,43514.78
Male,66516.39
Female,48797.28
Male,40779.76
Female,42841.74
Male,51267.71
Female,57533.31
Male,36641.73
Female,68476.6
Female,53086.75
Female,54664.56
Female,49028.1
Female,50192.59
Female,48517.17
Female,60177.96
Female,49920.71
Female,57670.5
Male,45661.52
Male,51956.41
Female,41960.8
Male,62165.28
Female,41662.53
Female,46750.21
Male,46850.4
Female,46460.49
Female,57224.96
Male,46833.42
Male,63939.25
Female,41815.25
Male,51693.77
Male,42242.14
Female,54209.73
Male,49840.5
Male,48449.38
Female,61884.75
Male,43456.58
Male,55865.15
Female,42310.4
Female,51126.85
Female,38044.25
Male,43374.83
Female,49178.57
Female,68146.49
Male,51008.04
Female,66546.68
Female,52203.23
Female,46129.16
Female,65393.57
Male,54370.18
Female,43572.78
Female,54705.71
Male,47074.05
Female,30109.66
Male,59359.73
Male,60949.34
Male,68379.42
Female,54221.44
Male,47512.77
Male,58349.89
Male,58498.2
Female,66382.81
Female,49553.72
Female,48344.21
Female,42844.56
Female,55374.62
Female,34517.38
Female,57760.87
Male,55878.35
Male,55850.7
Male,51382.25
Male,65329.78
Female,58719.93
Male,43929.23
Male,44108.21
Male,41203.26
Male,55512.83
Female,39998.61
Female,60833.92
Female,63229.73
Male,41209.84
Female,48144.51
Male,50166.21
Female,58839.83
Female,66093.43
Female,33145.08
Female,46818.19
Female,47339.83
Male,35993.3
Female,45148.9
Male,54277.69
Male,47213.21
Male,34553.79
Male,78740.83
Male,52661.78
Female,51116.94
Female,39020.74
Female,52607.06
Female,48357.86
Male,31114.77
Female,39297.45
Female,57949.26
Male,69440.18
Male,53671.65
Female,61030.83
Female,48442.45
Male,49134.54
Female,60909.79
Female,66627.77
Female,63010.97
Female,39336.37
Male,49330.41
Male,52775.25
Male,47403.22
Female,53878.58
Female,58205.77
Female,60028.1
Female,66858.7
Female,46705.59
Male,36359.67
Female,53582.35
Female,68838.11
Male,45230.24
Female,56868.47
Male,56957.46
Male,51914.42
Male,50069.25
Male,40765.71
Male,27183.38
Female,38881.49
Male,46096.96
Male,60974.23
Female,48968.72
Female,44809.74
Male,41090.15
Female,56568.06
Female,63583.57
Male,60634.36
Male,56061.5
Female,35243.87
Male,46483.26
Male,69473.04
Female,61219.5
Male,34624.97
Male,49444.09
Male,53630.98
Male,42378.42
Male,26907.96
Female,50988.24
Female,42122.42
Male,42161.58
Female,46453.2
Male,48663.24
Male,49909.17
Male,41160.1
Male,47797.9
Male,32425.77
Female,53110.39
Female,21437.25
Male,47105.1
Female,59191.86
Male,39406.59
Female,57164.3
Male,61557.33
Female,16921.0
Male,48486.37
Male,21242.27
Female,48817.92
Female,49928.29
Male,25174.56
Female,69248.38
Male,52860.16
Female,41509.77
Female,64653.79
Male,32043.87
Female,37708.29
Female,27005.44
Male,68010.45
Female,53323.46
Male,56594.02
Male,53010.01
Male,55737.68
Male,50780.78
Male,52709.21
Female,51076.03
Male,43914.08
Male,49533.75
Female,52735.95
Female,51105.49
Female,35222.28
Male,36550.13
Male,60828.41
Male,46930.06
Female,55847.25
Male,39078.8
Female,35268.54
Male,41564.03
Female,47774.35
Male,43348.6
Male,62939.34
Male,51795.23
Female,68489.39
Female,54044.08
Male,25874.49
Male,60560.42
Male,34904.48
Female,52305.34
Male,42253.16
Male,71427.11
Male,64395.98
Male,42581.79
Female,48726.42
Female,52445.98
Male,58634.14
Male,50291.52
Female,39751.05
Female,42824.41
Male,49955.18
Female,62344.57
Female,54278.38
Male,42265.85
Female,56483.73
Female,46130.15
Male,58904.08
Male,75270.1
Female,46411.74
Male,58016.05
Female,42546.07
Male,48877.36
Female,50295.62
Male,48063.16
Female,74630.14
Female,46934.07
Female,55868.52
Male,30699.13
Male,54319.97
Female,61420.55
Female,44724.03
Male,24897.78
Male,49613.48
Male,50171.84
Male,57240.75
Male,70109.03
Male,46199.46
Female,41437.12
Male,38330.82
Female,51980.79
Male,54793.54
Male,44543.45
Female,57786.83
Female,54653.84
Male,50432.32
Female,40975.85
Female,45181.36
Female,25702.45
Female,52357.87
Male,50263.41
Female,51884.79
Male,55043.19
Male,53858.21
Male,48896.17
Male,50486.68
Female,35956.84
Female,44162.79
Male,50504.71
Male,42641.46
Male,58601.51
Male,43413.68
Female,52163.05
Male,51165.66
Female,57462.78
Male,59007.91
Male,56940.33
Male,28939.94
Male,61941.48
Female,65273.08
Female,45178.76
Female,52366.47
Male,41091.68
Male,30516.21
Female,42612.85
Female,44598.61
Male,46451.49
Male,40410.86
Female,42665.75
Male,49889.94
Male,42297.73
Female,55435.24
Male,56816.61
Female,73803.88
Male,61256.8
Female,52431.03
Male,43797.36
Female,52937.47
Female,53265.96
Female,44866.87
Female,57837.31
Male,36019.02
Male,47556.0
Female,55558.58
Male,47124.16
Male,47932.46
Male,48622.14
Male,41643.99
Male,61739.01
Female,39819.62
Female,53181.59
Female,54136.48
Female,40513.78
Male,50731.04
Male,40903.68
Female,63910.42
Male,38612.17
Male,43461.03
Female,37757.75
Male,36423.01
Female,65912.15
Female,55427.75
Male,51402.93
Male,43434.23
Female,59076.12
Female,41757.78
Male,57936.39
Female,41274.89
Female,43554.92
Female,57582.82
Male,58638.27
Female,55974.73
Male,39503.26
Female,45532.73
Male,51568.99
Female,41507.19
Male,63709.63
Male,25980.53
Male,42212.6
Female,44904.33
Female,21560.56
Female,36037.71
Male,56252.9
Female,50302.84
Male,65731.36
Female,65452.26
Male,54330.46
Male,53132.38
Male,50659.31
Female,23449.18
Female,36054.4
Female,51006.76
Male,56160.26
Male,52896.7
Female,41075.35
Female,59374.06
Female,64824.44
Male,59379.9
Male,59895.99
Male,44407.74
Male,60759.34
Male,51457.59
Female,55115.56
Male,53654.32
Male,48785.13
Male,41399.98
Male,49178.63
Male,59867.62
Female,45585.24
Male,58933.47
Male,57370.71
Male,47010.63
Female,63888.0
Female,46444.53
Female,65095.47
Male,54341.27
Female,49841.34
Male,41121.99
Male,49117.4
Female,47962.4
Male,37417.04
Male,47823.85
Male,41961.97
Female,55859.92
Male,63062.8
Male,37730.84
Female,67123.08
Male,48714.49
Male,40249.79
Female,57577.55
Male,45535.46
Male,49182.63
Male,45957.22
Male,41832.62
Male,57239.97
Female,47136.99
Female,35633.48
Female,55510.6
Female,37944.18
Male,38467.4
Male,61926.06
Male,38036.6
Male,26835.55
Male,56228.61
Female,46961.37
Female,47823.45
Male,46855.0
Male,52316.7
Male,42472.81
Female,64761.15
Male,35237.7
Male,54448.75
Male,56421.21
Female,42403.48
Male,39762.66
Female,60171.74
Female,40091.39
Female,43933.36
Female,58873.09
Female,50347.41
Female,32028.56
Male,67470.59
Male,44699.89
Male,45972.43
Female,52557.84
Male,56250.77
Female,69611.04
Female,33399.32
Female,58259.52
Male,57430.1
Female,48628.35
Female,57872.74
Male,59342.74
Male,36180.37
Female,67497.67
Female,34412.38
Male,38646.84
Male,47382.12
Male,69249.41
Female,46917.43
Male,49680.66
Male,64320.79
Male,46996.82
Female,38215.63
Male,45827.65
Male,63707.92
Male,50708.65
Male,69306.58
Male,57379.35
Female,43551.91
Female,50510.76
Female,41467.82
Male,43315.67
Female,94790.84
Female,60186.25
Female,58610.98
Male,43768.2
Male,65695.84
Female,60994.16
Female,68816.21
Male,68331.14
Male,35209.11
Female,38901.61
Male,39962.12
Female,40560.59
Male,53234.52
Female,44331.97
Female,70725.99
Male,69046.8
Female,49935.38
Female,69553.26
Female,64881.35
Male,45492.93
Male,29907.85
Male,47820.32
Female,43553.78
Male,52065.06
Female,50892.28
Female,50630.18
Male,55236.85
Male,37874.78
Female,54113.6
Female,45603.84
Male,51999.82
Male,59574.1
Male,37756.0
Female,47187.06
Female,48814.66
Female,44857.31
Female,58998.29
Female,42796.12
Male,44446.0
Male,42900.81
Female,60920.55
Female,45075.56
Male,54600.45
Male,69757.05
Male,49251.82
Male,61120.61
Female,66713.54
Male,60271.92
Female,49831.99
Male,56421.08
Male,37126.21
Male,42199.57
Female,43953.25
Female,72406.12
Male,41874.15
Female,41725.23
Female,39560.79
Male,55598.12
Male,51426.21
Female,60867.59
Female,56712.6
Female,36196.1
Male,41927.22
Male,63653.29
Female,47967.02
Male,61875.92
Male,48503.19
Female,40323.44
Female,46967.39
Male,40319.5
Male,44344.47
Female,52009.26
Male,55116.05
Male,34098.09
Female,49826.32
Female,44133.84
Male,43515.85
Male,51326.85
Male,44495.48
Female,63821.38
Male,61880.62
Male,61818.28
Female,45050.9
Female,40375.01
Male,50820.3
Female,48496.52
Female,43911.77
Male,38242.66
Female,49584.82
Female,45959.31
Male,56883.47
Female,56651.06
Male,61008.0
Male,37407.04
Female,54010.58
Female,42725.34
Female,37795.86
Male,45713.98
Female,60687.05
Male,46276.82
Female,65654.55
Female,55488.79
Female,46059.1
Male,61600.48
Female,54453.97
Female,40674.41
Male,68588.03
Male,52594.79
Female,50187.96
Female,41444.67
Female,61795.38
Male,55172.75
Male,56292.38
Male,44924.69
Male,58341.01
Female,59118.14
Male,43312.22
Male,35830.1
Male,55813.73
Female,34266.53
Female,51520.16
Male,45527.55
Male,62186.65
Female,46071.56
Female,61072.73
Female,44857.91
Female,59999.91
Female,70603.42
Female,39319.53
Female,52920.36
Female,77487.82
Male,50665.89
Male,50617.88
Male,57884.99
Male,50410.81
Male,32927.74
Male,61322.87
Female,29970.52
Female,45832.08
Male,62074.26
Male,46434.58
Female,43063.04
Female,58792.64
Female,41488.85
Male,37777.74
Female,52745.14
Male,48170.77
Male,37563.27
Female,56369.53
Female,54644.88
Male,46402.45
Female,47086.68
Female,54703.93
Male,61903.61
Female,47172.07
Male,56546.88
Male,55652.0
Female,58793.07
Male,50393.09
Male,40876.74
Female,45375.01
Female,53428.53
Female,68184.64
Male,45159.8
Male,58047.87
Female,46719.44
Male,51104.69
Female,65153.97
Female,57642.93
Male,37587.01
Female,44275.25
Male,62562.21
Male,51418.78
Female,38511.6
Male,41810.48
Female,57034.94
Male,59944.1
Male,50178.55
Male,74753.14
Female,58241.52
Male,47565.19
Female,41842.94
Male,40251.16
Male,53354.21
Female,45112.23
Female,66737.44
Female,64663.12
Female,56330.67
Female,38210.04
Male,43277.81
Male,62556.78
Female,44369.34
Male,61221.42
Male,54746.04
Male,50517.18
Female,42971.67
Male,49057.56
Male,51896.48
Male,60325.39
Female,41142.64
Male,47371.83
Male,50448.23
Female,56626.78
Female,40915.36
Male,36834.3
Male,56739.65
Female,34820.51
Female,62849.8
Female,48440.74
Female,34524.69
Female,45195.8
Female,53791.24
Female,44672.99
Male,50200.3
Female,57400.78
Female,47978.1
Male,40629.42
Female,47010.16
Female,64148.4
Male,66850.64
Female,29800.74
Male,60910.28
Male,52501.48
Male,59239.83
Male,44495.12
Female,32317.36
Male,55844.89
Male,40590.23
Female,36117.08
Male,36815.99
Male,56009.14
Male,51394.52
Male,57824.66
Female,56690.75
Male,45790.66
Female,49295.26
Female,44885.62
Male,47896.72
Male,40327.45
Male,53904.84
Male,60751.21
Female,41833.87
Female,62812.7
Female,51135.21
Male,52410.79
Female,33005.7
Male,31927.38
Male,51441.16
Male,57897.32
Male,43286.2
Male,66700.94
Female,57349.36
Female,40916.59
Male,50308.49
Female,74769.29
Male,37574.36
Male,55282.7
Male,46772.55
Female,57068.96
Male,62672.74
Male,46137.63
Female,61189.12
Female,72212.03
Female,50662.75
Male,57848.89
Male,44095.59
Female,50192.59
Male,48233.25
Female,57969.36
Female,62046.76
Male,48903.45
Male,65336.23
Female,65300.47
Female,58468.54
Female,44839.73
Female,43881.71
Male,41876.19
Female,59491.66
Female,37882.32
Female,56768.38
Male,39188.91
Male,58235.46
Female,50172.2
Male,63336.39
Male,61414.55
Male,64350.65
Female,64608.19
Female,51436.31
Male,38412.07
Female,39474.77
Female,29131.51
Male,39163.34
Male,50688.24
Female,44403.46
Male,48198.64
Female,54927.15
Female,46959.35
Male,38781.71
Female,49467.66
Female,41015.1
Male,47292.14
Male,63427.77
Male,47294.95
Female,67709.58
Male,64316.36
Male,44206.95
Male,38888.76
Male,49474.46
Female,61533.28
Female,45098.09
Male,59080.9
Female,62084.4
Male,42259.74
Male,43239.49
Female,57126.62
Female,51518.48
Male,43139.38
Male,46478.2
Female,49294.8
Male,34351.46
Female,57656.43
Male,45213.08
Male,22162.84
Female,49761.29
Female,42584.29
Female,66888.22
Female,44145.55
Female,39023.57
Female,55079.33
Female,43395.53
Male,42205.44
Male,55095.01
Male,39595.33
Female,35427.26
Female,67259.98
Female,55794.99
Male,47357.91
Female,49965.23
Female,55058.64
Male,59733.37
Female,42440.25
Male,53661.47
Male,44932.96
Female,48110.19
Female,51606.93
Female,49933.21
Male,57355.67
Male,54870.87
Male,34918.31
Female,36421.77
Female,46302.83
Female,68286.25
Female,41484.08
Male,47917.77
Male,44636.54
Male,44459.56
Male,51782.4
Female,64007.77
Female,54559.68
Female,41964.69
Male,77532.3
Male,50785.73
Female,44227.79
Female,64120.96
Male,45309.29
Female,66629.14
Male,41293.57
Male,64300.3
Male,52010.48
Female,62910.52
Female,69017.66
Male,38673.93
Female,62757.72
Male,35910.96
Male,39528.16
Male,41965.91
Male,55036.37
Female,50330.16
Male,48328.64
Male,51462.35
Female,55912.9
Male,56682.48
Male,60941.67
Female,68200.35
Female,49786.38
Female,44789.11
Male,56135.36
Female,38557.45
Female,43212.96
Male,59993.81
Male,48758.72
Male,37918.08
Male,35101.97
Male,50487.17
Female,61418.97
Female,61285.46
Female,51108.81
Male,70089.09
Male,48951.8
Male,48614.32
Female,24325.64
Female,45526.37
Male,58520.15
Female,65639.61
Male,41697.65
Female,54622.52
Female,60468.79
Female,50112.08
Male,27167.2
Female,52472.9
Female,57614.31
Male,40525.77
Female,47458.45
Male,38445.04
Male,24298.52
Male,60270.04
Male,49962.51
Male,65976.75
Female,58573.22
Male,46457.9
Male,49168.19
Male,55661.77
Male,59668.83
Female,53226.71
Male,61055.93
Female,47033.31
Male,40028.56
Female,49351.91
Male,52051.85
Male,37984.65
Female,36632.78
Male,54473.86
Female,45936.43
Male,48341.59
Female,46403.07
Male,65206.01
Male,62617.61
Female,37626.46
Male,44672.07
Male,58500.04
Male,56019.36
Male,49585.42
Male,38624.0
Male,43174.6
Female,44832.32
Female,52769.94
Female,67037.27
Male,43131.2
Female,39739.65
Male,48914.14
Male,60317.39
Male,35531.17
Male,64536.34
Female,48279.69
Male,42656.8
Female,33998.11
Male,57065.21
